#400 itens
#(N(-20,2), N(-20,2)) -> 1
#(N(20,2), N(20,2)) -> 2
#(N(-20,2), N(20,2)) -> 3
#(N(20,2), N(-20,2)) -> 4	
	
-19,27300555	-18,23689836	1
-20,10683994	-20,7140554	1
-21,39655338	-22,39787359	1
-19,97145017	-19,91426686	1
-23,34087339	-21,38037083	1
-19,13217247	-18,84566928	1
-19,82585682	-18,7329924	1
-18,61192552	-19,22008199	1
-19,95890172	-16,20412166	1
-21,06836159	-22,11832935	1
-19,52050972	-21,82411619	1
-21,67893842	-21,41500187	1
-21,75004753	-20,63261879	1
-20,56477243	-20,2801523	1
-18,97565759	-18,8728999	1
-16,00628646	-16,79795313	1
-19,27997539	-16,51648738	1
-19,44738227	-18,64766675	1
-21,70566052	-22,27342879	1
-19,20990488	-16,16162022	1
-19,56259953	-19,21407553	1
-19,11573748	-22,54707127	1
-20,28303091	-22,40178514	1
-21,60339324	-16,70142863	1
-22,38959176	-17,53464716	1
-19,60541068	-19,39431283	1
-17,30568859	-17,70451083	1
-18,9521464	-20,05653258	1
-23,05250805	-16,95386358	1
-21,92364859	-23,56848677	1
-19,96643604	-20,19195195	1
-25,14747751	-18,16362126	1
-18,84820737	-22,24668434	1
-21,91222088	-22,4032084	1
-19,41075706	-14,02965864	1
-19,04774042	-21,9188011	1
-21,38971906	-20,06987376	1
-17,92404201	-18,31665137	1
-19,4617676	-20,5007531	1
-17,81626893	-23,19755019	1
-22,61370385	-16,33519237	1
-15,70906201	-20,10765	1
-20,02836016	-21,32461069	1
-17,02590451	-21,81138423	1
-19,42882651	-16,53825755	1
-20,80218782	-18,52143936	1
-18,09247188	-21,30101061	1
-17,48204155	-22,07732586	1
-21,51863715	-19,82882077	1
-18,99959574	-20,15332141	1
-21,72940333	-22,82253465	1
-18,77699057	-18,48419054	1
-22,72630941	-18,6343421	1
-18,52824073	-16,51343427	1
-23,81422182	-20,53984049	1
-21,11780444	-17,55461215	1
-17,26135506	-20,11268512	1
-21,83578191	-19,97722901	1
-25,21814241	-20,79383119	1
-24,07482299	-17,42124945	1
-23,14312574	-19,19722441	1
-19,92820477	-18,19313006	1
-21,78034826	-21,62083901	1
-20,77782831	-21,25776646	1
-19,07910084	-18,28864639	1
-20,10447011	-21,74696152	1
-17,22146436	-21,21070952	1
-20,98831499	-18,12423369	1
-19,80188889	-20,82121106	1
-19,53472488	-21,47662093	1
-20,07112512	-19,5284164	1
-21,36657995	-22,38922259	1
-18,76614297	-19,69702697	1
-17,10206077	-20,57763775	1
-22,40055925	-20,49777602	1
-21,58110507	-20,73134814	1
-23,05891537	-22,08231422	1
-21,37988772	-17,96686663	1
-19,95376939	-20,93994486	1
-17,29064484	-20,19931755	1
-21,75161566	-20,00828819	1
-20,23733722	-19,36787841	1
-19,27330407	-20,40163124	1
-20,87657734	-21,3813316	1
-18,46788343	-21,83328058	1
-19,3342435	-23,03138668	1
-18,20566796	-20,22609997	1
-18,07258557	-17,4328169	1
-18,86866122	-22,18862006	1
-23,21468747	-20,29159854	1
-21,52028218	-19,73030242	1
-20,64725779	-20,86806853	1
-16,76377975	-17,86898325	1
-18,8709664	-19,17289584	1
-20,89983515	-23,32520415	1
-20,12549109	-16,05904388	1
-19,94831556	-20,22650535	1
-20,98574622	-19,20769037	1
-21,49451584	-17,90159645	1
-21,42448083	-18,8930157	1
